Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
6181;11359.37768;9842.186243;39482.65629;22519.04713;38225.43251;23403.31059;7379.171121;10314.72476;20732.58069;69060.54828;57594.99081;22679.15897;29876.93473;18484.83406;65852.18262;36552.6666;25360.85714;21573.83575;71081.96545;20636.98726;3874.256265;13133.3598;29740.58139;17948.93429;21053.56773;806.6403727;15124.96303;14803.62733;8133.74859;11642.54149;29975.30601
6182;11109.39093;9581.469381;37470.84918;21817.14298;37351.93641;23524.43708;7356.937854;9998.077715;20515.68875;70546.01994;59511.359;22398.57827;28579.0578;17371.92306;64444.33402;35854.37614;24649.03539;19633.5116;68866.62758;20098.68114;3781.865018;12564.54999;27684.18747;16866.52817;19443.16797;740.200162;14811.93617;14117.91174;7909.113764;11588.91415;29751.6955
6183;10836.98271;9918.014631;39190.21098;21459.8607;37215.09105;23534.96573;7402.339719;10141.28877;20550.80616;71909.91255;60186.88054;22771.27385;29087.01975;17821.00608;65991.90043;35552.93212;25296.52987;19075.09325;69032.60278;20280.52897;3740.187884;12458.22703;27246.22071;16676.09252;19154.9911;746.5780752;14994.02671;14152.47518;8078.737479;11709.60289;29283.28271
6184;10818.05882;9954.850062;40007.20552;21989.46492;37460.91345;23546.58039;7472.466275;10315.996;20612.51378;72323.185;61411.58214;23045.71276;29493.67304;18359.31235;66711.61121;35787.71638;25441.29211;18963.6319;69032.69529;20719.15636;3738.327164;12363.45783;28360.39325;17038.92225;19343.53257;737.2468677;15173.71318;13972.7924;7955.025844;11734.15921;29203.33317
6185;11101.93339;10049.65158;41070.03573;22181.80091;38049.53713;24318.2523;7874.02275;10955.51664;21221.96344;73407.23718;62947.21081;23842.59407;30213.66472;19065.83951;67549.08001;35622.90669;25745.54001;19354.38457;70233.97692;21096.7635;3798.322128;12652.61183;28736.02636;17250.62045;20013.51032;732.9646039;15387.49199;13745.10207;8200.7779;11779.6074;29653.05019
6186;11773.21468;10268.77139;42579.23981;23759.42666;39661.62742;25242.18062;8490.469603;11941.38579;21940.26712;74819.05073;64607.36605;25225.7792;31288.19961;20239.35811;68850.7484;37070.50288;27462.68468;21267.64095;73819.11956;22131.86406;4116.949483;13255.69936;30489.48055;18332.88752;21630.98562;767.5886319;16273.82091;14396.56579;8304.578953;12230.47799;29607.72258
6187;12303.23743;10563.63045;44157.6233;24943.08102;40824.76084;25874.2943;8909.309602;11930.75704;22729.61962;75107.75901;63824.8794;25733.59756;31871.11988;20656.10505;71371.56927;39144.57356;27289.71087;22479.12747;77620.20788;23079.79281;4262.448093;13643.28065;29952.66752;19103.32689;22370.92318;791.8747591;16444.21394;14867.97266;8377.081024;12573.84042;29781.94037
6188;12772.64696;10536.19112;43393.66204;26341.63045;41749.6263;25730.50383;8644.680012;11402.29737;22784.24271;75560.65968;63832.40072;26647.57519;31850.90055;20916.25799;70059.04632;39225.20948;27187.63706;24052.46802;81519.2031;23929.46684;4421.065708;13713.91818;30635.61892;19809.43124;21686.65784;803.0140177;17402.18264;14985.42925;8204.72268;12810.66392;30255.54227
6189;12443.85266;10309.61357;42128.69481;24954.5869;41384.58787;25608.01627;8477.918591;11023.0659;22187.91487;74874.10867;62581.88699;26101.36923;31204.75744;20333.13573;68016.88276;37877.01072;26435.13714;22672.84524;78647.27351;23395.53368;4291.121401;13472.71861;30496.93373;19064.07538;21314.89763;872.1605021;17329.99839;14951.94858;8398.323319;12858.38817;30579.59945
6190;12200.97285;10154.86383;41780.40901;24650.69789;40870.04732;25284.53598;8089.205571;10529.16216;21635.31215;74913.12656;61222.86008;25673.69658;30705.97474;19693.16175;67296.91166;37273.10336;25469.78758;21286.7717;77799.35268;22433.15607;4180.043525;12903.21788;29508.32471;18248.09901;20626.58253;904.6264166;16845.14407;14322.90286;8357.923582;12680.1709;30555.15087
6191;11358.46486;9673.963045;40661.78662;23609.30943;40414.20167;27181.42405;7523.045873;9616.700247;20586.96098;74002.41928;60712.26503;24480.6244;30642.28087;18581.41912;66830.87536;35564.07259;24731.38215;20036.09686;75721.55558;21683.452;3971.880777;12063.32609;27443.93973;17209.40415;19670.98206;856.3786868;15952.12236;13817.3235;8120.849089;12506.18816;30579.45668
6192;9934.53656;9190.206466;39152.07934;22508.42065;39547.2962;26011.0685;6846.473352;8883.646221;19165.33036;71282.1272;58463.81627;24212.86765;28727.32852;17200.3738;65236.87504;34584.50516;23534.76515;18900.09679;71109.09207;20107.82873;3720.730121;11140.30061;24785.1798;15890.01158;18247.34469;777.7671695;14904.57622;13780.0749;7916.244785;12414.22134;29852.1441
6193;8398.410114;8141.550603;36698.40732;21551.86719;37894.62245;23474.56445;6170.331233;8405.250799;17126.00213;64689.49875;49086.5784;22343.7107;25251.22595;15596.0279;63683.05552;32573.58524;23496.08127;16696.06511;84059.32778;18460.49196;3580.677606;9877.821891;23106.65712;13967.66384;17625.42568;665.6578141;13874.5996;13300.63421;7760.778003;11969.82996;29562.44121
6194;8223.484271;7785.668978;35955.80363;21432.62747;37459.08144;23720.5907;6043.727946;8103.496771;16183.96297;64923.26977;47340.00822;21932.52307;24365.27042;15302.47987;63339.87581;32802.06064;21369.66803;16142.31065;75945.83234;17556.3973;3386.368021;9405.202662;23452.04774;13373.26098;16751.95571;619.0280307;13280.38642;13091.22233;7842.703667;11899.14174;28794.02466
6195;7863.899889;7658.84783;35312.51597;21256.33401;37348.99273;23313.39544;5977.838236;7998.044803;15645.44341;64008.52113;45616.4986;21556.91512;23769.88697;15085.57709;62849.8724;32844.57769;20874.21881;15540.13787;67434.06848;16801.58791;3200.714111;9001.820029;22136.86387;12778.04539;15983.19733;599.2208649;12808.35167;12873.09334;7842.580523;11896.51187;27912.11177
6196;7617.452105;7648.557227;34584.53267;21026.97896;37365.91791;23109.68685;5884.379091;7997.245313;15145.92338;63497.92901;44823.73475;21212.72799;23097.29578;14797.18794;62373.71188;32468.87643;20492.3744;15202.42437;60433.4861;16163.30225;3081.11477;8715.262824;21997.46142;12324.90155;15768.46115;569.2046287;12668.72321;12800.94723;7684.017146;11925.3329;27664.46515
6197;7530.604956;7520.953149;34607.5099;20965.99143;37180.53093;22972.61919;5908.444431;8078.179356;14954.13545;63314.38363;44406.49347;21212.6729;22815.27146;14648.6626;61651.39604;32209.24626;20408.05614;14998.24128;53647.23653;15971.96379;2997.923784;8650.494481;21844.75837;12169.43981;15490.35263;546.9807071;12554.9457;12710.55677;7886.588091;11903.83174;27463.07845
6198;7735.241704;7723.231182;34998.69725;21136.09493;37387.94762;23586.54684;6291.610717;8580.794094;15491.84061;64262.61761;45216.9871;21571.85879;22808.87261;14941.37854;62647.79216;31808.32211;20581.53347;15202.22638;49864.56629;15661.03011;2973.512449;8792.329871;21785.94597;12085.0802;15380.75403;550.2529301;12668.26317;12647.04577;7808.800903;11969.75421;27461.99127
6199;8354.637956;7990.263812;36503.28383;21415.43229;38156.76984;24629.7196;7132.932478;10040.84065;16367.60981;67300.00579;48765.08635;22759.15938;23724.27535;15201.59175;63922.08575;33052.82583;21578.73945;16334.60548;47545.52779;16375.08875;3074.912773;9296.42056;22286.40147;12546.15395;15768.56922;563.3507138;13120.20854;12857.94162;7922.762036;12095.47807;27462.32362
6200;9512.480765;8473.258248;39700.32247;22704.84251;39151.87484;25111.27829;7647.973125;10656.5603;16977.65758;69203.65043;52431.48654;24188.77202;25210.9569;17109.29695;66411.99643;36736.25356;23070.78102;19207.10964;48244.40874;18172.26039;3331.099071;10274.21302;23257.05;14111.18213;16736.05737;610.2177426;14470.40748;13372.1929;8423.839974;12153.34285;27830.20749
6201;9716.615189;8912.503186;39513.03003;22168.69906;38789.33659;23046.92187;7609.336505;10318.40623;18031.28472;69093.17869;57664.28958;23530.67143;26058.54864;17451.66051;65585.68493;34792.20157;24194.00517;19448.26961;44135.12366;18447.62256;3432.398592;11136.52862;24800.58592;16121.80974;18247.63352;679.2029245;14784.21193;13906.35313;8549.919691;11911.66163;27914.98982
6202;10442.32606;9541.262054;39737.39182;22016.84049;38745.90942;23854.52548;7686.568437;10399.58395;19529.69488;69312.53707;59697.48597;22654.91817;27762.51956;17964.05904;64973.4619;34336.94178;25107.50148;20355.27633;48148.85307;19487.24393;3641.604875;11852.95511;26813.31296;17715.32916;20013.31099;751.4406564;15150.65329;13926.11625;8483.817207;11677.45272;28908.10067
6203;11026.236;9668.013055;40027.67271;21612.42761;38855.20348;24220.3955;7739.33555;10516.75324;21039.70052;71329.69161;61700.23778;22603.22234;29511.5087;19098.12526;64739.93688;34870.75145;25269.01437;21100.02192;56934.55425;20159.50791;3925.185788;12555.39001;28087.04976;18252.47054;21350.49792;800.4162013;15218.84805;14062.16466;8126.859421;11748.32073;29188.00567
6204;11241.18253;9815.405247;41026.09549;21927.5724;38875.90227;24373.51523;7787.833195;10940.08854;21375.54786;71094.03756;61886.91498;23415.03932;31089.19223;19833.136;65591.14991;36429.82326;25531.40371;22275.88585;64070.73301;20555.77977;3939.468282;13108.00592;30330.0843;18509.19159;21829.94822;798.1633596;15110.84185;14029.07819;8226.34984;11590.55054;29737.29957
6205;10997.05685;9472.65546;39107.03118;22510.67212;38472.40604;23451.8277;7322.514089;10329.72604;20805.05758;68337.69093;57681.42833;22549.7083;29478.38482;18457.34795;64734.29385;36419.6531;24968.296;21796.31844;63170.244;20083.04702;3845.665822;12833.48507;29571.04334;17680.01161;20995.96513;784.66549;15026.05356;14735.18591;8134.986854;11576.47237;30037.92488
6206;10749.62027;9228.505383;37080.77009;21791.23885;37562.68946;23578.03695;7298.626349;10009.01938;20595.48877;69880.04243;59582.71096;22275.78246;28184.79091;17270.83896;63327.28001;35704.36418;24313.3819;19948.33935;59431.5843;19580.43176;3753.54745;12283.81348;27527.50035;16655.21105;19396.12741;714.8183904;14710.69003;14053.35051;7921.249423;11518.95869;29788.71142
6207;10479.99095;9543.66547;38791.22027;21425.03393;37420.76588;23589.00741;7347.406762;10154.06649;20629.42049;71296.15954;60252.91483;22639.63839;28691.07658;17749.62032;64873.92882;35395.58212;24909.11147;19416.49758;59711.68822;19750.22269;3711.993409;12181.06787;27092.27056;16474.91038;19109.84059;721.5233472;14894.13983;14087.71837;8082.644421;11648.39368;29266.66633
6208;10461.2601;9578.16026;39618.12943;21967.86431;37674.59589;23601.10944;7422.751738;10331.01357;20689.04461;71725.25651;61467.97564;22907.56812;29096.38791;18323.52535;65593.21287;35636.08172;25042.30047;19310.34096;59711.84433;20159.76814;3710.138184;12089.48728;28199.48035;16818.43034;19297.14548;711.7136585;15075.16763;13909.05235;7964.934235;11674.72958;29177.56273
6209;10742.23881;9666.937787;40664.67629;22165.00363;38285.00233;24405.1626;7854.189765;10978.73328;21277.91684;72850.81788;62991.5159;23685.54888;29814.0036;19076.77591;66430.18511;35467.26007;25322.22483;19682.4967;61739.15732;20512.33911;3769.955955;12368.91239;28572.76604;17018.86197;19962.72909;707.2118109;15290.54225;13682.65043;8198.764465;11723.47138;29678.77143
6210;11406.67221;9872.134023;42166.10945;23782.02848;39962.59258;25367.86122;8516.50909;11977.24191;21971.96774;74316.69085;64638.60248;25035.92744;30884.99249;20327.90053;67731.0817;36950.09505;26902.08981;21504.69624;67789.53386;21478.81028;4087.642251;12951.70838;30315.26244;18043.53088;21569.59594;743.611273;16183.48743;14330.42777;8297.529963;12207.01633;29628.2539
6211;11931.28809;10148.25679;43741.34958;24995.24301;41178.74952;26026.49994;8966.516782;11966.47689;22734.66857;74616.45398;63862.27553;25531.70129;31465.98912;20772.20739;70250.4079;39074.65478;26742.94465;22658.52498;74204.34575;22363.88932;4232.711135;13326.24909;29781.80409;18772.96753;22304.6805;769.1427324;16355.15241;14799.16713;8366.514843;12575.26206;29822.41927
6212;12395.90907;10122.56105;42962.44333;26428.71935;42126.89426;25876.67566;8682.194961;11431.24202;22787.44737;75086.69656;63869.73764;26424.00107;31445.83651;21049.56452;68938.66318;39157.25361;26649.03128;24156.98617;80784.38778;23157.22813;4390.860277;13394.50995;30460.48756;19441.49307;21624.90302;780.8531845;17320.27216;14915.95909;8202.517877;12829.24803;30350.24761
6213;12070.46887;9910.38096;41686.53645;25007.03624;41746.54996;25749.04822;8503.024102;11047.14856;22211.25392;74373.85699;62629.0679;25890.7501;30801.82569;20427.87977;66897.71048;37776.23569;25956.69108;22843.02322;75937.64743;22658.69589;4261.299757;13161.4258;30322.66905;18735.80499;21255.58106;853.5453287;17247.54907;14882.66787;8386.72664;12880.43084;30711.40868
6214;11830.06672;9765.464512;41348.46744;24695.55801;41212.26507;25411.99391;8085.385269;10546.91266;21677.30926;74414.3689;61280.73919;25473.22105;30304.68899;19745.58363;66178.16627;37157.62743;25068.51783;21522.91651;74506.675;21760.12598;4150.549946;12611.08652;29340.2381;17963.25481;20571.78037;887.6760145;16759.07541;14257.18167;8348.286758;12689.29826;30684.16079
6215;10996.15335;9315.121703;40238.50719;23628.16226;40737.96779;27388.48005;7477.095183;9622.752406;20664.35457;73468.78995;60774.16351;24308.44632;30241.2053;18560.32028;65712.4063;35406.99377;24389.14532;20331.76453;71000.13255;21060.12891;3943.002003;11799.45379;27288.75398;16979.83921;19622.44736;836.9542611;15859.38747;13754.46318;8122.713128;12502.70708;30711.24956
6216;9586.750845;8862.104565;38723.986;22499.78026;39836.92207;26169.01351;6750.175978;8880.30016;19290.72383;70644.33581;58543.41444;24047.04026;28332.57234;17087.94496;64119.35111;34403.58076;23288.19365;19249.82965;63216.02357;19588.97284;3692.593114;10907.48449;24646.60932;15730.6646;18208.14712;754.3117407;14804.02161;13717.42535;7928.034507;12404.07546;29900.66119
6217;8413.439178;7787.088881;36347.50331;22143.47677;38281.04652;24754.07411;6529.594583;8513.25355;17281.62259;68025.62982;51663.72905;23621.67596;26680.50896;17252.37575;65535.09776;35055.34251;23259.76025;21654.55284;61705.11311;17464.41846;4249.195319;11691.44008;24683.50398;13548.26979;16734.72;661.3692265;14972.35431;13547.90377;7984.991854;11911.54562;29213.96678
6218;8219.272518;7634.023525;35783.94595;22072.61306;37940.29088;24017.6503;6286.77833;8301.393409;16536.25887;66870.03148;49630.93198;22836.02046;26416.87834;17495.19675;64459.89598;34831.76762;22708.72277;18248.17188;55578.20632;16523.83891;3848.080546;10786.59181;23570.13036;12633.78209;16194.98884;604.5400749;14110.95693;12950.55487;7958.468816;11740.59908;28776.75341
6219;7806.973762;7498.572071;34865.27863;21240.84038;37762.9258;23426.68922;6163.555275;8129.658662;15790.03918;65319.28011;47434.42669;22237.53977;25383.28004;16365.39775;63517.95557;33876.2267;22086.77171;16954.40512;50377.8414;16056.05727;3462.57134;9979.214969;22805.39922;12031.83171;15739.48148;586.1808536;13553.09706;12998.23994;7894.048438;11740.60083;28141.1194
6220;7561.742293;7355.154846;34687.39991;21064.33396;37425.22086;23197.1784;5983.237076;8069.936776;15240.0329;63481.89472;45527.83454;21610.82173;24676.10876;15609.17046;62282.27451;32966.63019;21253.76156;16079.05235;46425.46199;15316.59612;3175.120502;9297.188256;22036.69939;11856.92242;15303.31475;560.2930276;13082.35858;13036.4932;7771.125319;11656.19334;27764.7171
6221;7416.100112;7353.466238;34387.11418;20764.21282;37403.16335;23212.85705;6114.110411;8162.344794;14985.77161;62331.36912;44407.63621;21125.97774;23840.28816;14974.67518;61596.07098;32139.75901;20595.06056;15232.09656;41089.39133;14835.115;2947.442455;8872.657361;21593.69114;11791.64158;15330.42939;552.8749442;12636.78473;12875.39522;7871.090764;11535.5017;27616.94403
6222;7479.71612;7277.633448;34141.9762;20890.41604;37692.03282;23226.23721;6559.686645;8985.11558;14981.12245;62139.80583;44230.22107;20863.79142;23243.57296;14459.80676;61586.61069;31793.10932;20232.57645;14589.56985;38585.67332;14599.43334;2870.252469;8577.405035;21699.59689;11967.4206;15075.56782;530.6458663;12396.27247;12655.14691;7930.681848;11533.79284;27488.22576
6223;7515.055916;7501.04624;35384.4748;21448.36064;38750.5471;24487.13604;7479.549737;10301.16835;15183.17853;63471.42371;45334.15666;21046.80286;23844.20433;14728.15534;62850.75112;32130.33715;19995.78467;14589.42677;37497.04852;15016.64162;2947.172154;8429.726285;21657.23171;12320.9057;15637.36102;549.6409935;12477.86065;13095.5835;7938.987382;11670.00998;27623.27475
6224;8601.205535;7957.321556;36367.60038;22773.47476;39454.81672;25066.97822;7762.133942;10660.02214;16197.70951;64450.04395;48497.79881;21126.58185;23851.32703;14585.53833;63820.72473;32815.2875;20113.33104;15425.8188;39475.90128;16237.84116;3082.042908;8475.815947;21619.70491;13876.63127;17047.75005;589.2679078;13011.15615;13916.12789;8393.35644;11729.98576;27723.17975
6225;9904.547704;8617.931548;37179.81837;22366.38802;39202.73888;24840.73435;8038.95233;10697.48933;18652.31125;69536.49901;57488.66041;21859.49334;25317.6062;15062.68804;65372.41313;32949.57015;20858.70063;16587.55451;53774.50247;17077.50852;3306.660106;9332.185064;22157.75504;15873.19293;18738.06013;676.6815255;13558.92228;13970.59451;8222.966131;11445.15502;28269.30281
6226;11395.02409;9528.57877;39972.00739;22928.29631;39669.4132;26554.17089;8611.439484;10910.24326;21565.88258;75733.86827;63424.63843;22882.52198;27986.14657;17633.04625;67501.01884;33900.35635;22938.76586;18802.73377;78397.35807;19380.45064;3940.204676;11153.40539;25215.44182;17640.7791;20690.25653;741.6178104;14769.72547;14034.59036;8231.368293;11672.22459;28917.96127
6227;12079.05716;9861.293163;41435.0777;23688.78698;40115.82145;27602.1962;8928.541367;11237.07436;22700.02503;79982.57382;66530.16131;23995.55879;30365.07161;19109.12743;69071.5447;35459.60864;24088.99022;20773.42443;86045.33422;20626.70798;4406.771331;12119.78739;27041.426;18304.69668;21925.002;791.5541014;15718.35152;14313.50042;7689.277917;11607.88507;29156.19702
6228;12437.16306;10186.84098;43274.59931;24909.79393;40954.75441;27592.38294;9077.109043;11957.8027;23053.67251;81301.21012;65538.92148;25123.85051;32265.95013;20423.53377;70316.22665;37132.44878;24981.07604;22442.88564;90888.25283;21460.9489;4325.983463;12782.49965;28899.27415;18879.81936;22228.69871;815.8850237;16658.4544;14489.12364;7867.580193;11672.00318;29883.84674
